Name,Team,Image,Batting Style,Bowling Style,Playing Role,Description
Colin Ackermann,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322600/322638.png",Right hand Bat,Right arm Offbreak,Batting Allrounder,"Having relinquished his South African qualification to sign a contract with Leicestershire, taking advantage of an EU passport, Colin Ackermann was part of the late-2010s exodus that rocked cricket in his home country. Although less heralded at the time, Ackermann was a former South Africa U-19 who had topped the Sunfoil averages in 2016-17, and might have been in contention for a Test call-up had he not taken the well-trodden English county route.His returns in county cricket were mostly solid rather than spectacular, and when he did grab the headlines it was with his occasional offspin - figures of 7 for 18 in a T20 Blast game against Birmingham Bears making him the first man to take a seven-wicket haul in the format. He captained the T20 team in his first season at Leicestershire, taking on the job full-time the following year, and in 2019 stepped up to lead the 50-over side; as well as topping the run charts in both limited-overs formats. The following summer he was unveiled as club captain, a sign of his growing importance to the county, and in 2022 he made history as his career-best 277 not out helped Leicestershire to their highest first-class score, 756 for 4 dec, and a Championship-record fifth-wicket stand of 477 with Wiaan Mulder (235 not out)Ackermann had previous experience in the county of Leicestershire after enjoying a successful season for Kibworth in 2012. He is a product of Grey High School in Port Elizabeth, with whom he toured England. He was the leading run-scorer in the CSA Under-19 three-day competition in 2009, where he averaged 200 with two centuries.However, when his international debut did arrive in late 2019, it was in the orange of Netherlands, and he went on to help secure qualification for both the 2020 T20 World Cup (postponed to 2021) and the subsequent event in Australia in 2022, at which his unbeaten 41 was instrumental in one of the biggest shocks of the tournaments history, as his former countrymen South Africa were eliminated in a 13-run defeat in Adelaide.\nESPNCricinfo staff"
Roelof van der Merwe,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322500/322596.png",Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,"A tidy left-arm spinner and hard-hitting batter, Roelof van der Merwe is one of a small set of cricketers to have represented two international teams.Van der Merwe played in the 2004 Under-19 World Cup for South Africa before he made his domestic debut in 2006 for Northerns. He first tasted success in franchise cricket with Titans in the 2007-08 season, when he topped the wicket-takers chart in the MTN Domestic Championship, finished third in the Standard Bank Pro20 Series, and contributed handy runs in both tournaments. Titans won both titles and van der Merwe harvested a clutch of player-of-the-year titles. The following season, his 30 wickets were pivotal in the team retaining the MTN title.He marked his T20I debut, against Australia in 2009 with a quickfire 48 and 1 for 30 and was named Player of the Match. He played 26 games, split evenly between ODIs and T20Is over a year, for South Africa before calling time on his international career with them. Between then and when he first turned out for Netherlands in 2015, having acquired a Dutch passport, he plied his trade as a T20 journeyman, with gigs in the IPL with Royal Challengers Bangalore and Delhi Daredevils, and with Somerset in Englands T20 Blast, while still appearing for Titans.Van der Merwe got off to a brisk start in T20Is for Netherlands, taking two wickets apiece in each of his first four games, in 2015. In June 2019, he produced a breakneck 75 not out against Zimbabwe, and in the game after, took 4 for 35 - though Zimbabwe won that match in the eliminator after it was tied.As he entered his late 30s, van der Merwe continued to ply his trade around the world, though primarily as a bowler as his batting became less consistent. At the T20 World Cup in 2022, playing for Netherlands, he took a stunning high catch off David Miller to help his side secure a famous victory - one which knocked his old team, South Africa, out of the tournament before the semi-finals.His longevity was confirmed when, in early 2023, he finished the inaugural SA20 as the leading wicket-taker for champions Sunrisers Eastern Cape.ESPNcricinfo staff"
Fahad Nawaz,U.A.E.,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/354900/354959.png",Right hand Bat,Slow Left arm Orthodox,Allrounder,
Junaid Siddique,U.A.E.,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/354900/354960.png",Right hand Bat,Right arm Medium fast,Bowler,
JJ Smit,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/329700/329762.png",Right hand Bat,Left arm Medium fast,Bowling Allrounder,
Litton Das,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/319700/319727.png",Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,"Liton Das is the first wicketkeeper-batsman in Bangladesh considered good enough to be a long-term successor to Mushfiqur Rahim. His domestic exploits for Abahani in the Dhaka Premier League and Rangpur Division in the National Cricket League in the 2014-15 season earned him recognition and later a call-up in the senior side for the Test against India in Fatullah in June 2015.Hailing from the northern district of Dinajpur, which is around 331km from capital Dhaka, Liton began his adolescent life as a young cricketer in BKSP. He impressed one and all with his heavy run-scoring in school and age-group cricket. He was soon picked in Bangladeshs Under-19 side in 2012, the usual route for any talented young cricketer from BKSP and soon enough, he scored heavily in Youth ODIs too. In two Under-19 World Cups in 2012 and 2014, Liton averaged 51.33 with a century and three fifties.A compact batsman with a good defensive technique and flair in his strokeplay, he quickly got into domestic first-class cricket in the 2011-12 season. He scored a century and a fifty in his second season but due to preparation for the 2014 Under-19 World Cup in the UAE, he played just two first-class matches in the 2013-14 season.In the 2014-15 season, he hit big time when he was the second highest-scorer in the Dhaka Premier League for Abahani and later the top-scorer in the first first-class tournament of the season, the NCL. He was soon called into Bangladeshs T20 squad against Pakistan in April 2015 before being handed a Test debut against India in June. He also made his ODI debut against India in the same series.Mohammad Isam"
Milton Shumba,Zimbabwe,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/354000/354052.1.png",Left hand Bat,Slow Left arm Orthodox,Top order Batter,
Dushmantha Chameera,Sri Lanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/319800/319862.png",Right hand Bat,Right arm Fast,Bowler,"Tall, slim and slippery, Dushmantha Chameera arrived at NCC in 2012, and was quickly marked out as a bowler for the future. First among his virtues is pace, generated from a slightly round-arm action that sacrifices movement. Capable of consistently hitting speeds of over 140 kph, coaches believe he had become the quickest bowler in the country by 23. He had played only a handful of games in his first two seasons, but came into his own in NCCs 2013-14 championship run, claiming 32 first-class cricket at 21.18.Chameeras earned a place in Sri Lankas Test squad to New Zealand at the end of 2014, but did not play a Test, despite a strong showing in the tour match. He was a late entry into the ODI squad for the same tour, and made his international debut in Wellington, and claimed the wicket of Ross Taylor with a 146kph delivery in his first over.Andrew Fidel Fernando"
Mohammad Wasim,Pakistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322100/322154.png",Right hand Bat,Right arm Fast medium,Allrounder,
Tim Southee,New Zealand,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316500/316596.png",Right hand Bat,Right arm Medium fast,Bowler,"Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes.It was a debut that gave a clear indication of the career to come. Over the next decade or so, Southee would go on to form one of the worlds best new-ball partnerships with Trent Boult, and would also come to be known for his ability to clear the fence. He hit his 50th six in only his 36th Test, and could one day take the Test record for most sixes from his long-time captain Brendon McCullum.Pace and outswing, however, are the main tools of Southees trade. His bag of 18 wickets at 17.33 in the 2011 World Cup prompted Allan Donald to say he had the potential to become the best swing bowler in the world, and though frequent injury-forced absences have kept him from fulfilling that prophecy, he has shown he can be devastating across a wide range of conditions.In 2012, he showed his adaptability in the subcontinent, picking up 7 for 64 in Bangalore, the best figures for a New Zealand bowler in India, before bowling his side to a rare win in Sri Lanka with match figures of 8 for 120 at the P Sara Oval. Two years later, his 11 wickets in the West Indies, at 21.09, helped New Zealand achieve their first series win away from home, against anyone other than Bangladesh or Zimbabwe, in 12 years. In ODIs, his landmark performance came at the 2015 World Cup, when he sliced through Englands batting with a sensational spell of swing bowling to finish with figures of 7 for 33, the best bowling figures for a New Zealander in ODIs.Such is his standing in New Zealand cricket, Southee was elevated as a stand in captain in a T20I in 2017 and then an ODI in 2018. But despite standing in as captain and remaining a key Test and T20 bowler, he fell out of favour in the ODI side due to the form of Matt Henry and Lockie Ferguson and only played one match in the 2019 World Cup. \nESPNcricinfo staff"
